"","PD04638PD"
21Mar23,3.77033333333333
22Mar23,3.77233333333333
23Mar23,3.767
24Mar23,3.7732
27Mar23,3.7685
28Mar23,3.7655
29Mar23,3.75633333333333
30Mar23,3.75933333333333
31Mar23,3.76283333333333
03Abr23,3.768
04Abr23,3.77283333333333
05Abr23,3.772
06Abr23,n.d.
07Abr23,n.d.
10Abr23,3.781
11Abr23,3.7845
12Abr23,3.776
13Abr23,3.77566666666667
14Abr23,3.78183333333333
17Abr23,3.7835
18Abr23,3.77833333333333
19Abr23,3.7785
20Abr23,3.76483333333333
21Abr23,3.7635
24Abr23,3.75816666666667
25Abr23,3.756
26Abr23,3.74683333333333
27Abr23,3.731
28Abr23,3.71433333333333
01May23,n.d.
02May23,3.70983333333333
03May23,3.70783333333333
04May23,3.71933333333333
05May23,3.71316666666667
08May23,3.706
09May23,3.69783333333333
10May23,3.6735
11May23,3.67833333333333
12May23,3.656
15May23,3.66333333333333
16May23,3.68533333333333
17May23,3.69566666666667
18May23,3.7025
19May23,3.69066666666667
22May23,3.69216666666667
23May23,3.694
24May23,3.68766666666667
25May23,3.695
26May23,3.6725
29May23,3.67433333333333
30May23,3.6745
31May23,3.6795
01Jun23,3.68366666666667
02Jun23,3.68666666666667
05Jun23,3.67866666666667
06Jun23,3.69033333333333
07Jun23,3.67033333333333
08Jun23,3.65733333333333
09Jun23,3.64583333333333
12Jun23,3.654
13Jun23,3.64616666666667
14Jun23,3.65
15Jun23,3.65116666666667
16Jun23,3.63566666666667
19Jun23,3.63583333333333
20Jun23,3.64533333333333
21Jun23,3.6425
22Jun23,3.63733333333333
23Jun23,3.63333333333333
26Jun23,3.64133333333333
27Jun23,3.63766666666667
28Jun23,3.633
29Jun23,n.d.
30Jun23,3.62716666666667
03Jul23,3.627
04Jul23,3.62883333333333
05Jul23,3.632
06Jul23,3.647
07Jul23,3.64083333333333
10Jul23,3.63966666666667
11Jul23,3.63183333333333
12Jul23,3.58816666666667
13Jul23,3.572
14Jul23,3.56383333333333
17Jul23,3.56266666666667
18Jul23,3.5575
19Jul23,3.57983333333333
20Jul23,3.58783333333333
21Jul23,3.58716666666667
24Jul23,3.58883333333333
25Jul23,3.603
26Jul23,3.59933333333333
27Jul23,3.59683333333333
28Jul23,n.d.
31Jul23,3.61116666666667
01Ago23,3.63833333333333
02Ago23,3.66233333333333
03Ago23,3.698
04Ago23,3.69116666666667
07Ago23,3.69166666666667
08Ago23,3.709
09Ago23,3.69366666666667
10Ago23,3.67433333333333
11Ago23,3.6845
14Ago23,3.7045
15Ago23,3.71866666666667
16Ago23,3.71533333333333
17Ago23,3.72466666666667
18Ago23,3.72
21Ago23,3.72
22Ago23,3.72783333333333
23Ago23,3.71083333333333
24Ago23,3.6987
25Ago23,3.693
28Ago23,3.696
29Ago23,3.69366666666667
30Ago23,n.d.
31Ago23,3.69466666666667
01Set23,3.69166666666667
04Set23,3.69183333333333
05Set23,3.70516666666667
06Set23,3.70583333333333
07Set23,3.71216666666667
08Set23,3.716
11Set23,3.70066666666667
12Set23,3.707
13Set23,3.70366666666667
14Set23,3.71083333333333
15Set23,3.72283333333333
18Set23,3.70916666666667
19Set23,3.71333333333333
20Set23,3.71716666666667
21Set23,3.74233333333333
22Set23,3.74883333333333
25Set23,3.77383333333333
26Set23,3.78483333333333
27Set23,3.80033333333333
28Set23,3.80483333333333
29Set23,3.79283333333333
02Oct23,3.80033333333333
03Oct23,3.81333333333333
04Oct23,3.8145
05Oct23,3.82283333333333
06Oct23,3.82933333333333
09Oct23,3.8375
10Oct23,3.8255
11Oct23,3.825
12Oct23,3.843
13Oct23,3.8505
16Oct23,3.86
17Oct23,3.85983333333333
18Oct23,3.86833333333333
19Oct23,3.87216666666667
20Oct23,3.874
23Oct23,3.87216666666667
24Oct23,3.8655
25Oct23,3.87166666666667
26Oct23,3.869
27Oct23,3.8585
30Oct23,3.84283333333333
31Oct23,3.83783333333333
01Nov23,n.d.
02Nov23,3.79483333333333
03Nov23,3.735
06Nov23,3.75916666666667
07Nov23,3.77566666666667
08Nov23,3.79683333333333
09Nov23,3.7965
10Nov23,3.81166666666667
13Nov23,3.81216666666667
14Nov23,3.76933333333333
15Nov23,3.77333333333333
16Nov23,3.77
17Nov23,3.77116666666667
20Nov23,3.7395
21Nov23,3.7405
22Nov23,3.742
23Nov23,3.735
24Nov23,3.73316666666667
27Nov23,3.723
28Nov23,3.72933333333333
29Nov23,3.7335
30Nov23,3.73833333333333
01Dic23,3.7345
04Dic23,3.745
05Dic23,3.75733333333333
06Dic23,3.75516666666667
07Dic23,3.75483333333333
08Dic23,n.d.
11Dic23,3.773
12Dic23,3.77633333333333
13Dic23,3.78666666666667
14Dic23,3.76333333333333
15Dic23,3.76383333333333
18Dic23,3.74833333333333
19Dic23,3.7135
20Dic23,3.706
21Dic23,3.70466666666667
22Dic23,3.68483333333333
25Dic23,n.d.
26Dic23,3.68683333333333
27Dic23,3.69083333333333
28Dic23,3.7025
29Dic23,3.70983333333333
01Ene24,n.d.
02Ene24,n.d.
03Ene24,3.734
04Ene24,3.73683333333333
05Ene24,3.71883333333333
08Ene24,3.71216666666667
09Ene24,3.7065
10Ene24,3.7025
11Ene24,3.7005
12Ene24,3.6945
15Ene24,3.698
16Ene24,3.71783333333333
17Ene24,3.74016666666667
18Ene24,3.74133333333333
19Ene24,3.74183333333333
22Ene24,3.741
23Ene24,3.757
24Ene24,3.76033333333333
25Ene24,3.76316666666667
26Ene24,3.786
29Ene24,3.807
30Ene24,3.81083333333333
31Ene24,3.80583333333333
01Feb24,3.80616666666667
02Feb24,3.833
05Feb24,3.85683333333333
06Feb24,3.85716666666667
07Feb24,3.86583333333333
08Feb24,3.85366666666667
09Feb24,3.86633333333333
12Feb24,3.86333333333333
13Feb24,3.884
14Feb24,3.874
15Feb24,3.86233333333333
16Feb24,3.82966666666667
19Feb24,3.79933333333333
20Feb24,3.784
21Feb24,3.79583333333333
22Feb24,3.8
23Feb24,3.7955
26Feb24,3.79816666666667
27Feb24,3.78883333333333
28Feb24,3.79416666666667
29Feb24,3.78116666666667
01Mar24,3.77016666666667
04Mar24,3.766
05Mar24,3.76383333333333
06Mar24,3.731
07Mar24,3.72033333333333
08Mar24,3.68966666666667
11Mar24,3.68783333333333
12Mar24,3.69183333333333
13Mar24,3.667
14Mar24,3.67833333333333
15Mar24,3.68916666666667
18Mar24,3.69883333333333
19Mar24,3.70433333333333
20Mar24,3.69516666666667
21Mar24,3.69466666666667
22Mar24,3.694
25Mar24,3.70533333333333
26Mar24,3.72383333333333
27Mar24,3.718
28Mar24,n.d.
29Mar24,n.d.
01Abr24,3.72966666666667
02Abr24,3.70966666666667
03Abr24,3.68966666666667
04Abr24,3.678
05Abr24,3.68666666666667
08Abr24,3.67683333333333
09Abr24,3.69216666666667
10Abr24,3.70983333333333
11Abr24,3.7055
12Abr24,3.70283333333333
15Abr24,3.72583333333333
16Abr24,3.75616666666667
17Abr24,3.7445
18Abr24,3.7375
19Abr24,3.69966666666667
22Abr24,3.6945
23Abr24,3.70166666666667
24Abr24,3.72483333333333
25Abr24,3.74766666666667
26Abr24,3.752666667
29Abr24,3.72983333333333
30Abr24,3.754
01May24,n.d.
02May24,3.74833333333333
03May24,3.71883333333333
06May24,3.7255
07May24,3.72683333333333
08May24,3.72216666666667
09May24,3.70583333333333
10May24,3.70716666666667
13May24,3.72033333333333
14May24,3.7245
15May24,3.71783333333333
16May24,3.72783333333333
17May24,3.74033333333333
20May24,3.73566666666667
21May24,3.73216666666667
22May24,3.7415
23May24,3.74233333333333
24May24,3.73766666666667
27May24,3.74283333333333
28May24,3.74716666666667
29May24,3.75983333333333
30May24,3.75983333333333
31May24,3.73533333333333
03Jun24,3.73083333333333
04Jun24,3.7405
05Jun24,3.74633333333333
06Jun24,3.753
07Jun24,n.d.
10Jun24,3.78
11Jun24,3.78383333333333
12Jun24,3.77166666666667
13Jun24,3.77316666666667
14Jun24,3.774
17Jun24,3.7925
18Jun24,3.79016666666667
19Jun24,3.81816666666667
20Jun24,3.8095
21Jun24,3.80233333333333
24Jun24,3.8025
25Jun24,3.81383333333333
26Jun24,3.82283333333333
27Jun24,3.82383333333333
28Jun24,3.836
01Jul24,3.84583333333333
02Jul24,3.8275
03Jul24,3.79966666666667
04Jul24,3.79483333333333
05Jul24,3.79466666666667
08Jul24,3.79
09Jul24,3.78383333333333
10Jul24,3.78033333333333
11Jul24,3.76683333333333
12Jul24,3.73233333333333
15Jul24,3.72816666666667
16Jul24,3.71633333333333
17Jul24,3.7215
18Jul24,3.7365
19Jul24,3.74516666666667
22Jul24,3.75516666666667
23Jul24,n.d.
24Jul24,3.7755
25Jul24,3.76083333333333
26Jul24,n.d.
29Jul24,n.d.
30Jul24,3.73483333333333
31Jul24,3.7195
01Ago24,3.738
02Ago24,3.74316666666667
05Ago24,3.74583333333333
06Ago24,n.d.
07Ago24,3.73416666666667
08Ago24,3.7295
09Ago24,3.73066666666667
12Ago24,3.74433333333333
13Ago24,3.74766666666667
14Ago24,3.73816666666667
15Ago24,3.73716666666667
16Ago24,3.7425
19Ago24,3.73483333333333
20Ago24,3.7465
21Ago24,3.74433333333333
22Ago24,3.759
23Ago24,3.746
26Ago24,3.752
27Ago24,3.74333333333333
28Ago24,3.73933333333333
29Ago24,3.74766666666667
30Ago24,n.d.
02Set24,3.765
03Set24,3.78366666666667
04Set24,3.79666666666667
05Set24,3.79483333333333
06Set24,3.79666666666667
09Set24,3.81183333333333
10Set24,3.8185
11Set24,3.788
12Set24,3.76883333333333
13Set24,3.7695
16Set24,3.78366666666667
17Set24,3.7735
18Set24,3.75883333333333
19Set24,3.74783333333333
20Set24,3.75183333333333
23Set24,3.77016666666667
24Set24,3.76416666666667
25Set24,3.76233333333333
26Set24,3.73083333333333
27Set24,3.7155
30Set24,3.70816666666667
01Oct24,3.71816666666667
02Oct24,3.718
03Oct24,3.72866666666667
04Oct24,3.73233333333333
07Oct24,3.74083333333333
08Oct24,n.d.
09Oct24,3.75866666666667
10Oct24,3.7685
11Oct24,3.756
14Oct24,3.75816666666667
15Oct24,3.77
16Oct24,3.77166666666667
17Oct24,3.76633333333333
18Oct24,3.754
21Oct24,3.76533333333333
22Oct24,3.7555
23Oct24,3.75416666666667
24Oct24,3.75366666666667
25Oct24,3.7605
28Oct24,3.771
29Oct24,3.77116666666667
30Oct24,3.7745
31Oct24,3.76816666666667
01Nov24,n.d.
04Nov24,3.76866666666667
05Nov24,3.77483333333333
06Nov24,3.78483333333333
07Nov24,3.75583333333333
08Nov24,3.7695
11Nov24,3.77833333333333
12Nov24,3.7885
13Nov24,3.80183333333333
14Nov24,3.80366666666667
15Nov24,3.8015
18Nov24,3.79566666666667
19Nov24,3.7965
20Nov24,3.796
21Nov24,3.795
22Nov24,3.79516666666667
25Nov24,3.77466666666667
26Nov24,3.768
27Nov24,3.75733333333333
28Nov24,3.748
29Nov24,3.74616666666667
02Dic24,3.76033333333333
03Dic24,3.74533333333333
04Dic24,3.73883333333333
05Dic24,3.73083333333333
06Dic24,3.72183333333333
09Dic24,n.d.
10Dic24,3.712
11Dic24,3.72083333333333
12Dic24,3.73583333333333
13Dic24,3.7355
16Dic24,3.7345
17Dic24,3.74116666666667
18Dic24,3.73516666666667
19Dic24,3.73733333333333
20Dic24,3.72416666666667
23Dic24,3.72783333333333
24Dic24,3.72966666666667
25Dic24,n.d.
26Dic24,3.74116666666667
27Dic24,3.7465
30Dic24,3.76666666666667
31Dic24,n.d.
01Ene25,n.d.
02Ene25,3.75416666666667
03Ene25,3.76016666666667
06Ene25,3.7625
07Ene25,3.7695
08Ene25,3.78116666666667
09Ene25,3.7675
10Ene25,3.77
13Ene25,3.78166666666667
14Ene25,3.7755
15Ene25,3.76533333333333
16Ene25,3.76616666666667
17Ene25,3.74716666666667
20Ene25,3.73466666666667
21Ene25,3.732
22Ene25,3.72116666666667
23Ene25,3.7145
24Ene25,3.71416666666667
27Ene25,3.7375
28Ene25,3.74066666666667
29Ene25,3.7235
30Ene25,3.71783333333333
31Ene25,3.72366666666667
03Feb25,3.72083333333333
04Feb25,3.70633333333333
05Feb25,3.71766666666667
06Feb25,3.713
07Feb25,3.71616666666667
10Feb25,3.71416666666667
11Feb25,3.71283333333333
12Feb25,3.713
13Feb25,3.71683333333333
14Feb25,3.7035
17Feb25,3.6945
18Feb25,3.688
19Feb25,3.68683333333333
20Feb25,3.68266666666667
21Feb25,3.67866666666667
24Feb25,3.686
25Feb25,3.682
26Feb25,3.675
27Feb25,3.67183333333333
28Feb25,3.68133333333333
03Mar25,3.68583333333333
04Mar25,3.688
05Mar25,3.65566666666667
06Mar25,3.64933333333333
07Mar25,3.65833333333333
10Mar25,3.66383333333333
11Mar25,3.66716666666667
12Mar25,3.66216666666667
13Mar25,3.66966666666667
14Mar25,3.65716666666667
17Mar25,3.64683333333333
18Mar25,3.63566666666667
19Mar25,3.62133333333333
20Mar25,3.6245
21Mar25,3.63483333333333
24Mar25,3.64633333333333
25Mar25,3.63766666666667
26Mar25,3.64
27Mar25,3.64533333333333
28Mar25,3.65266666666667
31Mar25,3.67083333333333
01Abr25,3.67216666666667
02Abr25,3.67666666666667
03Abr25,3.66333333333333
04Abr25,3.69333333333333
07Abr25,3.70683333333333
08Abr25,3.737
09Abr25,3.74183333333333
10Abr25,3.7295
11Abr25,3.72966666666667
14Abr25,3.7305
15Abr25,3.74616666666667
16Abr25,3.733
17Abr25,n.d.
18Abr25,n.d.
21Abr25,3.7075
22Abr25,3.69483333333333
23Abr25,3.6955
24Abr25,3.679
25Abr25,3.67016666666667
28Abr25,3.66933333333333
29Abr25,3.66933333333333
30Abr25,3.67266666666667
01May25,n.d.
02May25,3.65316666666667
05May25,3.65933333333333
06May25,3.65983333333333
07May25,3.65366666666667
08May25,3.63916666666667
09May25,3.6445
12May25,3.6575
13May25,3.65633333333333
14May25,3.67883333333333
15May25,3.68233333333333
16May25,3.69266666666667
19May25,3.68766666666667
20May25,3.69266666666667
21May25,3.68116666666667
22May25,3.66416666666667
23May25,3.6605
26May25,3.65716666666667
27May25,3.64683333333333
28May25,3.6445
29May25,3.63233333333333
30May25,3.62816666666667
02Jun25,3.6165
03Jun25,3.625
04Jun25,3.61583333333333
05Jun25,3.62583333333333
06Jun25,3.65116666666667
09Jun25,3.64433333333333
10Jun25,3.6355
11Jun25,3.63016666666667
12Jun25,3.6165
13Jun25,3.61666666666667
16Jun25,3.60733333333333
17Jun25,3.613
18Jun25,3.595
19Jun25,3.58866666666667
20Jun25,3.59866666666667
23Jun25,3.60066666666667
24Jun25,3.57683333333333
25Jun25,3.57283333333333
26Jun25,3.56233333333333
27Jun25,3.5505
30Jun25,3.5415
01Jul25,3.55433333333333
02Jul25,3.55533333333333
03Jul25,3.5425
04Jul25,3.55116666666667
07Jul25,3.56233333333333
08Jul25,3.55766666666667
09Jul25,3.55033333333333
10Jul25,3.552
11Jul25,3.55416666666667
14Jul25,3.5655
15Jul25,3.56516666666667
16Jul25,3.55333333333333
17Jul25,3.5545
18Jul25,3.565
21Jul25,3.561
22Jul25,3.55816666666667
23Jul25,n.d.
24Jul25,3.5485
25Jul25,3.545
28Jul25,n.d.
29Jul25,n.d.
30Jul25,3.567
31Jul25,3.58783333333333
01Ago25,3.58266666666667
04Ago25,3.56966666666667
05Ago25,3.55833333333333
06Ago25,n.d.
07Ago25,3.544
08Ago25,3.527
11Ago25,3.53166666666667
12Ago25,3.5235
13Ago25,3.53816666666667
14Ago25,3.56066666666667
15Ago25,3.56183333333333
18Ago25,3.55316666666667
19Ago25,3.53366666666667
20Ago25,3.53
21Ago25,3.53616666666667
22Ago25,3.523
25Ago25,3.52833333333333
26Ago25,3.538
27Ago25,3.5535
28Ago25,3.54416666666667
29Ago25,3.534
01Set25,3.53416666666667
02Set25,3.5415
03Set25,3.53183333333333
04Set25,3.5335
05Set25,3.52116666666667
08Set25,3.51633333333333
09Set25,3.505
10Set25,3.48633333333333
11Set25,3.481
12Set25,3.49533333333333
15Set25,3.493
16Set25,3.48416666666667
17Set25,3.48316666666667
18Set25,3.48683333333333
19Set25,3.49357142857143
22Set25,3.50478571428571
23Set25,3.50121428571429
24Set25,3.50764285714286
25Set25,3.50714285714286
26Set25,3.49692857142857
29Set25,3.48235714285714
30Set25,3.473
01Oct25,3.4705
02Oct25,3.48235714285714
03Oct25,3.468
06Oct25,3.45885714285714
07Oct25,3.44957142857143
08Oct25,n.d.
09Oct25,3.43464285714286
10Oct25,3.439
13Oct25,3.42857142857143
14Oct25,3.42635714285714
15Oct25,3.4115
16Oct25,3.39378571428571
17Oct25,3.38542857142857
20Oct25,3.3725
21Oct25,3.38671428571429
22Oct25,3.40135714285714
23Oct25,3.39692857142857
24Oct25,3.38385714285714
27Oct25,3.38157142857143
28Oct25,3.392
29Oct25,3.39021428571429
30Oct25,3.39407142857143
31Oct25,3.37585714285714
03Nov25,3.37492857142857
04Nov25,3.38707142857143
05Nov25,3.37642857142857
06Nov25,3.37535714285714
07Nov25,3.3765
10Nov25,3.37235714285714
11Nov25,3.36085714285714
12Nov25,3.36942857142857
13Nov25,3.365
14Nov25,3.3725
17Nov25,3.36335714285714
18Nov25,3.36907142857143
19Nov25,3.37771428571429
20Nov25,3.38114285714286
21Nov25,3.38928571428571
24Nov25,3.38528571428571
25Nov25,3.37721428571429
26Nov25,3.36685714285714
27Nov25,3.36642857142857
28Nov25,3.3625
01Dic25,3.37064285714286
02Dic25,3.37014285714286
03Dic25,3.3645
04Dic25,3.35942857142857
05Dic25,3.36671428571429
08Dic25,n.d.
09Dic25,n.d.
10Dic25,3.37214285714286
11Dic25,3.36757142857143
12Dic25,3.36885714285714
15Dic25,3.3705
16Dic25,3.37142857142857
17Dic25,3.36914285714286
18Dic25,3.36664285714286
19Dic25,3.36785714285714
22Dic25,3.36614285714286
23Dic25,3.367
24Dic25,3.365
25Dic25,n.d.
26Dic25,n.d.
29Dic25,3.367
30Dic25,3.36435714285714
31Dic25,3.3636
01Ene26,n.d.
02Ene26,n.d.
05Ene26,3.36485714285714
06Ene26,3.36057142857143
07Ene26,3.36257142857143
08Ene26,3.36371428571429
09Ene26,3.36171428571429
12Ene26,3.36057142857143
13Ene26,3.35857142857143
14Ene26,3.35971428571429
15Ene26,3.36171428571429
16Ene26,3.36071428571429
19Ene26,3.35771428571429
20Ene26,3.35857142857143
21Ene26,3.35514285714286
22Ene26,3.355
23Ene26,3.35314285714286
26Ene26,3.35085714285714
27Ene26,3.348
28Ene26,3.342
29Ene26,3.34271428571429
30Ene26,3.35814285714286
02Feb26,3.36678571428571
03Feb26,3.36128571428571
04Feb26,3.36014285714286
05Feb26,3.36728571428571
06Feb26,3.35971428571429
09Feb26,3.35742857142857
10Feb26,3.35785714285714
11Feb26,3.35642857142857
12Feb26,3.35457142857143
13Feb26,3.353
16Feb26,3.34885714285714
17Feb26,3.34642857142857
18Feb26,3.34914285714286
19Feb26,3.36364285714286
20Feb26,3.35914285714286
23Feb26,3.35835714285714
24Feb26,3.35914285714286
25Feb26,3.357
26Feb26,3.35671428571429
27Feb26,3.35585714285714
02Mar26,3.36514285714286
03Mar26,3.41121428571429
04Mar26,3.4095
05Mar26,3.43264285714286
06Mar26,3.483
09Mar26,3.49178571428571
10Mar26,3.44221428571429
11Mar26,3.42514285714286
12Mar26,3.44735714285714
13Mar26,3.44728571428571
16Mar26,3.42592857142857
17Mar26,3.41228571428571
18Mar26,3.4365
19Mar26,3.45514285714286
20Mar26,3.47728571428571
23Mar26,3.45585714285714
24Mar26,3.4595
25Mar26,3.46235714285714
26Mar26,3.46842857142857
27Mar26,3.48992857142857
30Mar26,3.49071428571429
31Mar26,3.49014285714286
01Abr26,3.459
02Abr26,n.d.
03Abr26,n.d.
06Abr26,3.42964285714286
07Abr26,3.4325
08Abr26,3.38714285714286
09Abr26,3.38214285714286
10Abr26,3.388
13Abr26,3.37092857142857
14Abr26,3.39185714285714
15Abr26,3.439
16Abr26,3.436
17Abr26,3.43721428571429
20Abr26,3.43592857142857
21Abr26,3.43807142857143
22Abr26,3.44214285714286
23Abr26,3.46192857142857
24Abr26,3.4775
27Abr26,3.50771428571429
28Abr26,3.51957142857143
29Abr26,3.53
30Abr26,3.518
01May26,n.d.
04May26,3.51735714285714
05May26,3.49257142857143
06May26,3.46757142857143
07May26,3.46028571428571
08May26,3.44478571428571
11May26,3.43257142857143
12May26,3.43278571428571
13May26,3.42371428571429
14May26,3.41742857142857
15May26,3.43428571428571
18May26,3.42928571428571
19May26,3.42707142857143
20May26,3.41085714285714
21May26,3.41507142857143
22May26,3.41957142857143
25May26,3.413
26May26,3.41971428571429
27May26,3.41864285714286
28May26,3.41421428571429
29May26,3.4145
01Jun26,3.41878571428571
02Jun26,3.41007142857143
03Jun26,3.41978571428571
04Jun26,3.41471428571429
05Jun26,3.45485714285714
08Jun26,3.48421428571429
09Jun26,3.365
10Jun26,3.41235714285714
11Jun26,3.392
12Jun26,3.38835714285714
15Jun26,3.38321428571429
16Jun26,3.37957142857143
17Jun26,3.38071428571429
18Jun26,3.38557142857143
19Jun26,3.38214285714286
22Jun26,3.3845
23Jun26,3.40685714285714
24Jun26,3.42292857142857
25Jun26,3.41221428571429
26Jun26,3.41092857142857
29Jun26,n.d.
30Jun26,3.41014285714286
01Jul26,3.41457142857143
02Jul26,3.40514285714286
03Jul26,3.39828571428571
06Jul26,3.406
07Jul26,3.40614285714286
08Jul26,3.4105
09Jul26,3.40242857142857
10Jul26,3.39364285714286
13Jul26,3.40271428571429
14Jul26,3.393
15Jul26,3.38628571428571
16Jul26,3.39407142857143
17Jul26,3.40828571428571
20Jul26,3.40378571428571
21Jul26,3.39914285714286
22Jul26,3.40114285714286
23Jul26,n.d.
24Jul26,3.40664285714286
27Jul26,n.d.
28Jul26,n.d.
29Jul26,n.d.
30Jul26,3.393
31Jul26,3.39842857142857
03Ago26,3.39585714285714
04Ago26,3.39014285714286
05Ago26,3.38914285714286
06Ago26,n.d.
07Ago26,3.38078571428571
10Ago26,3.37692857142857
11Ago26,3.3665
12Ago26,3.36228571428571
13Ago26,3.36485714285714
14Ago26,3.36457142857143
17Ago26,3.36285714285714
18Ago26,3.36057142857143
