prestamo_id,cliente_id,sucursal_id,producto_id,oficial_id,numero_contrato,fecha_otorgamiento,fecha_vencimiento,monto_original,saldo_capital_vigente,tasa_interes_nominal_anual,tasa_interes_efectiva_anual,plazo_meses,tipo_credito,moneda,frecuencia_pago,cuota_programada,numero_cuotas_total,numero_cuotas_pagadas,numero_cuotas_pendientes,estado,dias_mora,clasificacion_riesgo_sbs,garantia_tipo,garantia_valor,proposito_credito,canal_desembolso,fecha_primer_pago_programado,fecha_ultimo_pago_real
1389,2716,14,6,28,CONT-00001389,2023/01/01,30/06/2023,16127.09,0.0,23.8,26.5757,6,Personal,PEN,Mensual,2877.48,6,6,0,Cancelado,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Agencia,31-01-2023,30-06-2023
1390,4668,22,4,57,CONT-00001390,17-09-2022,2024/03/10,54881.19,14809.11,34.5,40.5135,18,Microempresa,PEN,Mensual,3948.29,18,18,0,Moroso,90,Pérdida,Aval,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2022/10/17,2024/03/10
1391,3043,18,1,11,CONT-00001391,2023-08-29,2027-08-08,13980.45,10817.53,26.36,29.7899,48,Personal,PEN,MENSUAL,474.22,48,16,32,Vigente,0,Normal,Aval,0.0,Libre Disponibilidad,Agencia,2023-09-28,21/12/2024
1392,397,23,1,37,CONT-00001392,2024-01-07,2025-06-30,8233.17,3526.81,22.13,24.5185,18,Personal,PEN,Mensual,541.67,18,11,7,Vigente,0,normal,Carta Fianza,0.0,Libre Disponibilidad,transferencia bancaria,2024/02/06,2024/12/02
1393,4603,22,5,47,CONT-00001393,2024-08-09,2026/05/01,5901.1,5021.97,33.28,38.8562,21,Consumo,PEN,Mensual,374.5,21,4,17,Vigente,0,normal,Sin Garantía,0.0,Vestimenta y Calzado,Agencia,2024/09/08,2024/12/07
1394,3189,21,3,59,CONT-00001394,2022/06/08,2027-11-09,24948.17,15973.52,16.59,17.9114,66,vehicular,PEN,Mensual,578.76,66,31,35,Vigente,0,Normal,Bien Mueble,44166.74,Maquinaria,Cheque de Gerencia,2022-07-08,24/12/2024
1395,4581,5,5,21,CONT-00001395,2021/08/11,2022-05-08,7816.84,0.0,26.42,29.8661,9,Consumo,PEN,Mensual,966.92,9,9,0,Cancelado,0,Normal,Aval,0.0,Muebles y Enseres,Cheque de Gerencia,2021-09-10,2022/05/08
1396,1345,10,3,9,CONT-00001396,2021-02-05,19-07-2024,11946.93,0.0,18.0,19.5618,42,Vehicular,PEN,Mensual,385.46,42,42,0,Castigado,12,perdida,Prenda Vehicular,16346.57,Vehículo Nuevo,Transferencia Bancaria,2021-03-07,2024/07/19
1397,2610,5,1,21,CONT-00001397,2022/09/06,2025/02/22,16029.12,1446.85,27.99,31.8752,30,Personal,PEN,Mensual,748.83,30,28,2,Vigente,0,Normal,Sin Garantía,0.0,Emergencia Médica,Agencia,2022-10-06,2024/12/24
1398,2258,12,5,1,CONT-00001398,2020/03/30,2020/06/28,533.71,188.3,39.36,47.2973,3,Consumo,PEN,Mensual,189.7,3,3,0,Moroso,46,Deficiente,Aval,0.0,Atención Médica,Cheque de Gerencia,2020-04-29,2020/06/28
1399,3753,20,4,36,CONT-00001399,2023/10/02,2025/09/21,5763.55,2644.93,35.64,42.0786,24,Microempresa,PEN,Mensual,339.22,24,15,9,Vigente,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2023-11-01,2024-12-25
1400,4263,3,1,19,CONT-00001400,2024/01/01,2028-06-08,4884.0,4272.22,29.32,33.5994,54,Personal,PEN,Mensual ,163.82,54,12,42,Vigente,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria,31/01/2024,2024/12/26
1401,1914,13,4,50,CONT-00001401,2022/02/26,14/08/2024,7712.31,0.0,47.35,59.1054,30,Microempresa,PEN,Mensual,443.08,30,30,0,Cancelado,0,Normal,Aval,0.0,Expansión de Negocio,Cheque de Gerencia,2022/03/28,14/08/2024
1402,2236,4,5,45,CONT-00001402,16-02-2020,2020-11-12,11109.77,0.0,27.54,31.2964,9,Consumo,PEN,Mensual,1380.35,9,9,0,Castigado,18,Pérdida,,0.0,Vestimenta y Calzado,Transferencia Bancaria,2020/03/17,2020/11/12
1403,1931,6,1,40,CONT-00001403,17/10/2020,2025-03-25,5675.84,548.46,29.79,34.2136,54,Personal,PEN,MENSUAL,191.97,54,51,3,Vigente,0,CPP,Carta Fianza,0.0,Mejoras del Hogar,Cheque de Gerencia,2020-11-16,25-12-2024
1404,1300,3,1,2,CONT-00001404,21-03-2020,2020-09-17,5877.22,0.0,31.99,37.1233,6,Personal,PEN,Mensual,1072.93,6,6,0,Cancelado,0,normal,Carta Fianza,0.0,Mejoras del Hogar,Cheque de Gerencia,20/04/2020,2020/09/17
1405,410,14,1,54,CONT-00001405,27/09/2023,2026-03-15,24198.33,14509.84,32.75,38.1418,30,Personal,PEN,Mensual,1191.75,30,15,15,Vigente,0,Normal,Aval,0.0,Viaje / Turismo,Agencia,27/10/2023,2024/12/20
1406,2240,4,3,45,CONT-00001406,31-03-2022,22-09-2023,25756.18,0.0,14.45,15.4465,18,Vehicular,PEN,Mensual,1600.13,18,18,0,Cancelado,0,normal,Bien Inmueble,56333.59,Vehículo Comercial,Transferencia Bancaria,30-04-2022,2023-09-22
1407,4165,4,5,10,CONT-00001407,20/02/2022,2022-11-17,2203.53,571.61,39.64,47.6971,9,Consumo,PEN,Mensual,287.03,9,9,0,Moroso,76,Dudoso,Carta Fianza,0.0,Electrodomésticos,Cheque de Gerencia,22/03/2022,17/11/2022
1408,3151,22,1,44,CONT-00001408,20/04/2023,24/03/2028,12505.01,10168.62,30.25,34.8173,60,Personal,PEN,Mensual,406.5,60,20,40,Vigente,0,normal,Carta Fianza,0.0,Libre Disponibilidad,Agencia,2023-05-20,2024-12-10
1409,577,6,3,40,CONT-00001409,2021-11-18,2024/05/06,36296.57,0.0,15.42,16.5579,30,Vehicular,PEN,mensual,1465.7,30,30,0,Cancelado,0,Normal,Bien Mueble,67193.56,Vehículo Usado ,Agencia,18-12-2021,2024-05-06
1410,4423,7,6,39,CONT-00001410,2021-03-27,24/02/2027,45479.31,23172.54,18.88,20.6025,72,Personal,PEN,Mensual,1060.03,72,45,27,vigente,0,Normal,Sin Garantía,0.0,Gastos de Estudios,Cheque de Gerencia,2021-04-26,2024/12/06
1411,2006,1,1,8,CONT-00001411,14/10/2020,2021-10-09,32120.21,0.0,32.02,37.1634,12,PerSonAl,PEN,Mensual,3163.31,12,12,0,Cancelado,0,Normal,Aval,0.0,Emergencia Médica,Transferencia Bancaria,13/11/2020,2021/10/09
1412,3979,3,5,14,CONT-00001412,2024-01-10,2025/04/04,4795.62,2632.65,42.0,51.1069,15,CONSUMO,PEN,Mensual,416.38,15,11,4,Moroso,209,CPP,Carta Fianza,0.0,Muebles y Enseres,Agencia,2024/02/09,2024-12-05
1413,3478,17,5,15,CONT-00001413,15-10-2022,2024/07/06,5844.42,0.0,36.68,43.5202,21,Consumo,Sol,Mensual,381.21,21,21,0,Cancelado,0,Normal,Sin Garantía,0.0,Electrodomésticos,Cheque de Gerencia,2022/11/14,2024/07/06
1414,3428,11,2,17,CONT-00001414,14/05/2022,29/12/2047,337547.15,330413.14,10.93,11.4945,312,Hipotecario,PEN,Mensual,3267.52,312,32,280,Vigente,0,CPP,Bien Mueble,409860.01,Refinanciamiento Hipotecario,Transferencia Bancaria,2022/06/13,2024/12/29
1415,4827,16,4,23,CONT-00001415,2022-11-08,2023-11-03,8685.8,-2547.99,33.66,39.3705,12,Microempresa,PEN,Mensual,862.47,12,20,0,Moroso,308,Dudoso,Aval,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2022-12-08,2023/11/03
1416,1407,5,4,55,CONT-00001416,20-02-2020,2023-02-04,4022.73,1386.32,41.34,50.1461,36,Microempresa,PEN,Mensual,196.69,36,36,0,Moroso,113,Dudoso,Sin Garantía,0.0,Adquisición de Activo Fijo,Agencia,21/03/2020,2023-02-04
1417,3086,21,4,59,CONT-00001417,28-06-2022,2025-12-09,10352.85,4581.41,41.99,51.0923,42,Microempresa,PEN,mensual,474.08,42,30,12,Vigente,0,Normal,Aval,0.0,Compra de Inventario,Agencia,2022-07-28,14/12/2024
1418,3491,11,8,17,CONT-00001418,2020-12-12,2022-03-07,3370.37,0.0,30.0,34.4889,15,Microempresa,PEN,Mensual,272.21,15,15,0,Cancelado,0,Normal,Aval,0.0,Expansión de Negocio,Cheque de Gerencia,2021-01-11,2022/03/07
1419,3574,18,4,13,CONT-00001419,2023-03-04,16/02/2026,14881.2,7216.0,26.79,30.337,36,Microempresa,PEN,Mensual,605.85,36,22,14,Vigente,0,Normal,Sin Garantía,0.0,Compra de Inventario,Transferencia Bancaria,2023-04-03,2024-12-23
1420,1433,10,8,9,CONT-00001420,2022/02/17,2023-11-09,6661.98,0.0,25.9,29.2069,21,Microempresa,PEN,MENSUAL,397.9,21,21,0,Cancelado,0,Normal,Aval,0.0,Capital de Trabajo,Agencia,2022-03-19,2023-11-09
1421,3783,21,6,59,CONT-00001421,2020/09/12,2023-03-01,47499.66,11213.87,14.47,15.4693,30,Personal,PEN,Mensual,1896.36,30,30,0,Moroso,278,Deficiente,Carta Fianza,0.0,Libre Disponibilidad,Agencia,2020-10-12,2023/03/01
1422,215,4,4,10,CONT-00001422,22-03-2022,2025/03/06,7057.89,805.51,24.74,27.7473,36,Microempresa,PEN,Mensual,279.65,36,33,3,Vigente,0,Normal,Aval,0.0,Compra de Inventario,Agencia,21/04/2022,2024-12-06
1423,1564,13,1,50,CONT-00001423,2024-05-03,18/04/2027,2389.1,2038.41,32.81,38.2225,36,Personal,PEN,mensual,105.13,36,8,28,Vigente,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,2024-06-02,29/12/2024
1424,4703,20,8,15,CONT-00001424,2024/09/06,25/11/2026,31612.03,28792.55,21.24,23.4347,27,Microempresa,PEN,Mensual,1482.92,27,3,24,Vigente,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Agencia,2024-10-06,2024/12/05
1425,2074,15,4,51,CONT-00001425,2020-09-09,2021-03-08,2612.79,0.0,46.04,57.1118,6,Microempresa,Sol,mensual,495.77,6,6,0,Cancelado,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Transferencia Bancaria,2020-10-09,2021/03/08
1426,1601,13,2,20,CONT-00001426,2024/03/24,24/11/2046,543878.47,539798.51,11.0,11.5719,276,Hipotecario,PEN,Mensual,5422.51,276,9,267,Vigente,0,Normal,Bien Inmueble,734109.82,Construcción de Vivienda,Transferencia Bancaria,23/04/2024,2024-12-19
1427,1687,12,4,1,CONT-00001427,22-07-2023,2024-07-16,4898.99,1421.6,32.9,38.3437,12,Microempresa,PEN,Mensual,484.6,12,12,0,Moroso,286,CPP,Sin Garantía,0.0,Expansión de Negocio,Agencia,2023/08/21,16-07-2024
1428,3467,10,6,12,CONT-00001428,2023-12-26,2029-05-28,9467.97,8839.5,17.16,18.5761,66,Personal,PEN,Mensual,222.59,66,12,54,Moroso,153,Deficiente,Sin Garantía,0.0,Emergencia Médica,Transferencia Bancaria,2024-01-25,20-12-2024
1429,3861,2,5,36,CONT-00001429,2020/07/07,24/03/2023,16231.81,0.0,39.72,47.8115,33,Consumo,PEN,Mensual,815.82,33,33,0,Cancelado,0,Normal,Aval,0.0,Vestimenta y Calzado,Transferencia Bancaria,2020/08/06,2023-03-24
1430,3451,5,1,55,CONT-00001430,2023-01-16,2026-06-29,17872.71,10673.3,34.21,40.118,42,Personal,PEN,Mensual,735.34,42,23,19,Vigente,0,Normal,Sin Garantía,0.0,EmeRgeNciA mÉdiCa,Transferencia Bancaria,15/02/2023,2024-12-06
1431,3526,2,4,36,CONT-00001431,18/02/2022,2024/08/06,37316.46,0.0,46.96,58.5095,30,Microempresa,PEN,Mensual,2135.36,30,30,0,Castigado,54,Pérdida,Carta Fianza,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,2022/03/20,2024-08-06
1432,2860,14,5,54,CONT-00001432,2022-11-03,27/01/2024,1285.76,0.0,31.24,36.1249,15,CoNsUmO,PEN,Mensual,104.64,15,15,0,Cancelado,0,Normal,Carta Fianza,0.0,Vestimenta y Calzado,Cheque de Gerencia,2022/12/03,2024/01/27
1433,1995,11,1,17,CONT-00001433,31/08/2024,2028-02-12,21583.01,20269.12,26.39,29.828,42,Personal,PEN,Mensual,792.48,42,4,38,Vigente,0,Normal ,Sin Garantía,0.0,Viaje / Turismo,Agencia,2024/09/30,2024-12-29
1434,2636,10,5,12,CONT-00001434,2022/08/26,2024/05/17,6908.26,2060.64,34.57,40.6092,21,Consumo,PEN,Mensual,443.02,21,21,0,Moroso,179,Pérdida,Carta Fianza,0.0,Muebles y Enseres,Cheque de Gerencia,2022-09-25,2024-05-17
1435,3643,12,5,42,CONT-00001435,2021-09-07,2022/12/01,5255.17,0.0,42.0,51.1069,15,Consumo,PEN,Mensual,456.28,15,15,0,Cancelado,0,Normal,Carta Fianza,0.0,Electrodomésticos,Transferencia Bancaria,2021/10/07,2022-12-01
1436,4444,12,1,42,CONT-00001436,2021-10-15,2024/04/02,16605.17,0.0,26.78,30.3243,30,Personal,PEN,Mensual,765.24,30,30,0,Cancelado,0,Normal,Aval,0.0,Mejoras del Hogar,Agencia,14-11-2021,2024-04-02
1437,1840,7,5,39,CONT-00001437,2020/04/14,2020/07/13,921.72,324.18,31.52,36.4969,3,Consumo,PEN,Mensual,323.52,3,3,0,Moroso,131,Dudoso,Aval,0.0,Muebles y Enseres,Cheque de Gerencia,2020-05-14,2020/07/13
1438,2995,18,4,58,CONT-00001438,2024/09/25,2026-03-19,17768.76,15338.51,30.68,35.3838,18,Microempresa,PEN,Mensual,1244.01,18,3,15,Vigente,0,CPP,Carta Fianza,0.0,Capital de Trabajo,Agencia,2024/10/25,2024/12/24
1439,1468,16,4,23,CONT-00001439,2020-05-09,2020/11/05,4426.2,0.0,30.71,35.4234,6,Microempresa,PEN,Mensual,805.17,6,6,0,Castigado,5,Pérdida,Carta Fianza,0.0,Capital de Trabajo ,Transferencia Bancaria,2020-06-08,2020-11-05
1440,3491,11,8,17,CONT-00001440,2023-09-09,2023/12/08,1320.33,0.0,25.54,28.7523,3,Microempresa,PEN,Mensual,458.98,3,3,0,Cancelado,0,Normal,Sin Garantía,0.0,Compra de Inventario,Cheque de Gerencia,2023/10/09,2023/12/08
1441,3589,16,1,23,CONT-00001441,2024-08-15,2026-08-05,7322.77,6652.28,29.95,34.4233,24,Personal,PEN,Mensual,409.25,24,4,20,Moroso,127,Dudoso,Sin Garantía,0.0,Viaje / Turismo,Agencia,2024-09-14,2024-12-13
1442,2949,3,4,53,CONT-00001442,2021/07/16,2022/01/12,4270.64,0.0,26.72,30.2478,6,Microempresa,PEN,Mensual ,768.26,6,6,0,Cancelado,0,Normal ,Aval,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,15-08-2021,2022-01-12
1443,4504,10,4,12,CONT-00001443,2021-01-10,2024-06-23,27331.04,0.0,31.55,36.5368,42,Microempresa,PEN,Mensual,1082.56,42,42,0,Cancelado,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,cheque de gerencia,2021/02/09,23-06-2024
1444,2415,11,5,17,CONT-00001444,2021/12/14,2023-03-09,5843.78,0.0,42.0,51.1069,15,  CONSUMO,PEN,Mensual,507.39,15,15,0,Cancelado,0,Normal,Carta Fianza,0.0,Electrodomésticos,Cheque de Gerencia,2022/01/13,2023-03-09
1445,4608,16,1,35,CONT-00001445,2020/06/09,2021-06-04,5759.02,0.0,35.47,41.8442,12,Personal,PEN,Mensual,577.04,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,2020/07/09,2021/06/04
1446,4805,7,4,39,CONT-00001446,2024-04-15,2024-10-12,2041.79,0.0,35.64,42.0786,6,Microempresa,PEN,Mensual,376.53,6,6,0,Cancelado,0,NORMAL,Sin Garantía,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2024-05-15,2024-10-12
1447,4088,16,1,35,CONT-00001447,2024/09/23,18-09-2025,2771.48,2133.2,21.6,23.8721,12,Personal,PEN,Mensual,258.86,12,3,9,Vigente,0,NORMAL,Carta Fianza,0.0,Viaje / Turismo,Transferencia Bancaria,23-10-2024,22-12-2024
1448,1488,15,2,51,CONT-00001448,21/12/2020,2028-11-09,293216.34,167462.05,8.24,8.5584,96,Hipotecario,PEN,Mensual,4180.96,96,49,47,Vigente,0,Normal,,374074.3,Compra de Vivienda,Transferencia Bancaria,2021/01/20,2024/12/30
1449,1903,8,4,6,CONT-00001449,20/05/2023,14/05/2024,9340.37,0.0,28.71,32.806,12,Microempresa,PEN,Mensual,904.65,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Agencia,2023-06-19,2024-05-14
1450,4413,11,4,17,CONT-00001450,2020/05/01,2024/04/10,14648.3,0.0,22.58,25.0698,48,Microempresa  ,PEN,MENSUAL,466.14,48,48,0,Cancelado,0,Normal,Sin Garantía,0.0,Compra de Inventario,Transferencia Bancaria,31-05-2020,2024-04-10
1451,290,8,1,6,CONT-00001451,2020/12/20,15/12/2021,15284.97,0.0,22.61,25.1066,12,Personal,PEN,Mensual,1435.08,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,gastos de estudios ,Agencia,2021/01/19,15-12-2021
1452,324,22,2,33,CONT-00001452,2020/07/04,2036-04-11,133012.65,115240.41,11.0,11.5719,192,Hipotecario,PEN,Mensual,1475.11,192,54,138,Vigente,0,Normal,Prenda Vehicular,189883.26,Compra de Vivienda,Cheque de Gerencia,2020/08/03,2024-12-10
1453,3530,7,1,25,CONT-00001453,2024-05-27,2025-11-18,16459.17,10688.6,21.99,24.3474,18,Personal,PEN,Mensual,1081.76,18,7,11,Vigente,0,Normal,Aval,0.0,Mejoras del Hogar,Transferencia Bancaria,26-06-2024,2024-12-23
1454,2271,17,1,52,CONT-00001454,2020-05-10,2025/04/14,4230.25,482.8,26.29,29.701,60,Personal,PEN,Mensual,127.38,60,56,4,Vigente,0,Normal,Sin Garantía,0.0,Libre Disponibilidad,Cheque de Gerencia,2020-06-09,15-12-2024
1455,4372,4,6,10,CONT-00001455,17/08/2023,2025-08-06,25334.06,9545.38,19.35,21.1618,24,Personal,PEN,Mensual,1281.37,24,16,8,Vigente,0,Normal,Sin Garantía,0.0,Viaje / Turismo,Cheque de Gerencia,16-09-2023,2024/12/09
1456,1661,11,8,17,CONT-00001456,2022/09/17,2024-06-08,6816.41,0.0,26.31,29.7264,21,Microempresa,PEN,Mensual,408.51,21,21,0,Cancelado,0,NORMAL,Carta Fianza,0.0,compra de inventario,Cheque de Gerencia,17-10-2022,2024/06/08
1457,2625,9,1,24,CONT-00001457,2024-07-14,29/06/2027,2771.26,2576.84,26.24,29.6375,36,Personal,PEN,Mensual,112.01,36,5,31,Moroso,249,Deficiente,Carta Fianza,0.0,Libre Disponibilidad,Cheque de Gerencia,2024-08-13,2024/12/11
1458,4851,5,4,21,CONT-00001458,2024/08/06,27-07-2026,15436.74,13374.12,25.55,28.7649,24,Microempresa,PEN,Mensual,828.15,24,4,20,Vigente,0,Normal,Aval,0.0,Compra de Inventario,Agencia,2024/09/05,2024-12-04
1459,4782,10,5,12,CONT-00001459,2024-05-12,2026-02-01,5900.66,4363.67,39.94,48.1266,21,Consumo,PEN,Mensual,395.0,21,7,14,Vigente,0,Normal,Aval,0.0,Electrodomésticos,Transferencia Bancaria,2024/06/11,2024-12-08
1460,1691,21,4,59,CONT-00001460,2023-05-03,2026/04/17,16501.33,10012.27,45.16,55.7855,36,Microempresa,PEN,mensual,844.32,36,20,16,Vigente,0,Cpp,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,2023-06-02,23-12-2024
1461,1425,15,1,51,CONT-00001461,2020-01-13,2021-07-06,2062.06,0.0,32.94,38.3975,18,Personal,PEN,MENSUAL,146.72,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Gastos de Estudios,Agencia,2020-02-12,2021-07-06
1462,1765,18,5,13,CONT-00001462,2021-09-26,2024/06/12,6444.11,0.0,41.35,50.1606,33,Consumo,PEN,Mensual,329.92,33,33,0,Cancelado,0,,Aval,0.0,Vestimenta y Calzado,Agencia,2021/10/26,2024-06-12
1463,4993,15,1,51,CONT-00001463,2021/07/11,2022-01-07,1107.5,0.0,34.49,40.4999,6,Personal,PEN,Mensual,203.59,6,6,0,Cancelado,0,Normal,Carta Fianza,0.0,  EMERGENCIA MÉDICA,Transferencia Bancaria,2021/08/10,2022-01-07
1464,1592,15,4,32,CONT-00001464,2021-05-06,28-10-2022,4646.45,0.0,36.5,43.2697,18,Microempresa,PEN,Mensual,339.03,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2021-06-05,2022/10/28
1465,4449,15,1,51,CONT-00001465,16/03/2024,2024-09-12,2304.88,0.0,24.11,26.961,6,Personal,PEN,Mensual,411.61,6,6,0,Cancelado,0,Normal,Sin Garantía,0.0,Viaje / Turismo,Agencia,2024/04/15,2024/09/12
1466,3542,11,1,17,CONT-00001466,2023/09/08,2028-02-14,27798.34,22599.25,26.13,29.4981,54,PERSONAL,PEN,Mensual,880.42,54,16,38,Vigente,0,Normal,Carta Fianza,0.0,Libre Disponibilidad,Cheque de Gerencia,2023-10-08,31/12/2024
1467,626,15,3,32,CONT-00001467,22/01/2024,2025-07-15,14046.48,5870.28,16.27,17.5398,18,Vehicular,PEN,Mensual,884.71,18,11,7,Vigente,0,Normal,Bien Mueble,29950.65,Maquinaria,Agencia,21/02/2024,2024/12/17
1468,2571,7,5,39,CONT-00001468,2020-01-26,2022/04/15,9584.2,0.0,35.0,41.198,27,Consumo,PEN,Mensual,517.8,27,27,0,Cancelado,0,Normal,,0.0,Muebles y Enseres,AgeNciA,2020/02/25,15/04/2022
1469,2106,23,1,56,CONT-00001469,2020-09-22,2023/09/07,3786.24,0.0,32.67,38.0343,36,Personal,PEN,Mensual,166.32,36,36,0,Cancelado,0,Normal,Sin Garantía,0.0,Mejoras del Hogar,Agencia,22-10-2020,2023/09/07
1470,4847,14,4,28,CONT-00001470,2023/02/22,2025/08/10,6283.53,3618.5,44.28,54.4694,30,Microempresa,PEN,Mensual,349.82,30,22,8,Moroso,341,Dudoso,Sin Garantía,0.0,Compra de Inventario,Agencia,2023/03/24,2024-12-13
1471,4542,12,4,42,CONT-00001471,2024-04-15,2025/04/10,2535.99,966.56,42.93,52.4702,12,Microempresa,PEN,Mensual,263.63,12,8,4,Vigente,0,Normal,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,15-05-2024,2024/12/11
1472,77,16,4,23,CONT-00001472,2020/10/17,2024-09-26,14045.26,0.0,32.13,37.3104,48,Microempresa,PEN,Mensual,523.26,48,48,0,Cancelado,0,Normal,Aval,0.0,Compra de Inventario,Transferencia Bancaria,2020-11-16,2024/09/26
1473,3271,19,1,38,CONT-00001473,2022-07-02,2026/06/11,18882.83,10127.26,34.24,40.1588,48,Personal,PEN,Mensual,727.24,48,30,18,Vigente,0,Normal,Sin Garantía,0.0,Mejoras del Hogar,Agencia,2022/08/01,2024/12/18
1474,4483,6,4,40,CONT-00001474,2020/08/06,18/01/2024,-4311.75,1411.03,33.0,38.4784,42,Microempresa,PEN,Mensual,174.37,42,42,0,Moroso,256,,Aval,0.0,Expansión de Negocio,Transferencia Bancaria,2020/09/05,18-01-2024
1475,1667,23,1,37,CONT-00001475,2021-02-04,2022-01-30,5008.59,0.0,35.37,41.7065,12,Personal,PEN,Mensual,501.6,12,12,0,Cancelado,0,Normal,Sin Garantía,0.0,Viaje / Turismo,Agencia,2021/03/06,30/01/2022
1476,427,17,5,52,CONT-00001476,2024-04-08,24-12-2026,19129.6,16109.1,37.83,45.13,33,Consumo,PEN,Mensual,940.9,33,8,25,Refinanciado,0,Normal,Aval,0.0,Muebles y Enseres,Transferencia Bancaria,2024/05/08,2024/12/04
1477,2190,4,4,10,CONT-00001477,2020-01-02,2021-12-22,8027.91,0.0,40.3,48.6435,24,Microempresa,PEN,Mensual,492.51,24,24,0,Cancelado,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Agencia,2020/02/01,2021-12-22
1478,263,17,4,52,CONT-00001478,2022/02/06,2023/02/01,7963.42,0.0,35.82,42.3271,12,Microempresa,PEN,Mensual,799.31,12,12,0,Cancelado,0,Normal,Sin Garantía,0.0,Compra de Inventario,Transferencia Bancaria,2022-03-08,2023/02/01
1479,38,2,4,36,CONT-00001479,2022-03-06,2024/08/22,9312.17,0.0,35.67,42.12,30,Microempresa,PEN,Mensual,473.41,30,30,0,Cancelado,0,Normal,Sin Garantía,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2022-04-05,22/08/2024
1480,3001,21,3,59,CONT-00001480,2020/01/07,25/06/2022,11286.5,0.0,16.71,18.0511,30,Vehicular,PEN,Mensual,462.83,30,30,0,Cancelado,0,Normal,Prenda Vehicular,21465.01,Vehículo Nuevo,Transferencia Bancaria,2020-02-06,2022/06/25
1481,4345,2,3,36,CONT-00001481,2024/03/09,2026/02/27,43064.76,28630.03,17.4,18.857,24,Vehicular,PEN,Mensual,2137.51,24,9,15,Vigente,0,CPP,Bien Mueble,77871.16,MaqUinAriA  ,Agencia,2024/04/08,2024-12-04
1482,2275,23,3,60,CONT-00001482,2021/04/01,2026/09/02,29523.84,11917.16,13.92,14.8433,66,Vehicular,PEN,Mensual,642.68,66,45,21,Vigente,0,Normal,Bien Inmueble,51280.26,Vehículo Nuevo,Cheque de Gerencia,2021/05/01,2024-12-11
1483,3463,10,4,9,CONT-00001483,17/11/2022,2024-05-10,3217.4,0.0,34.6,40.6502,18,Microempresa,PEN,Mensual,231.63,18,18,0,Cancelado,0,Normal,Aval,0.0,Compra de Inventario,Cheque de Gerencia,17-12-2022,2024/05/10
1484,112,1,1,8,CONT-00001484,16-11-2021,26/10/2025,33361.38,10437.12,29.39,33.6907,48,Personal,PEN,Mensual,1189.4,48,38,10,Vigente,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria,16-12-2021,30/12/2024
1485,1650,19,4,38,CONT-00001485,2023-07-02,2027/06/11,16440.41,13576.31,30.8,35.5423,48,Microempresa,PEN,Mensual,599.63,48,18,30,Moroso,282,CPP,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,2023-08-01,23/12/2024
1486,3575,16,8,23,CONT-00001486,2022/11/24,2024-02-17,11694.98,0.0,24.85,27.8851,15,Microempresa,PEN,Mensual,915.0,15,15,0,Cancelado,0,Normal,Aval,0.0,Capital de Trabajo,Transferencia Bancaria,2022-12-24,17/02/2024
1487,3386,5,1,21,CONT-00001487,2022/04/12,27-03-2025,9365.85,1032.66,21.82,24.14,36,Personal,PEN,Mensual,356.81,36,33,3,Vigente,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria,2022/05/12,2024/12/27
1488,2013,3,5,20,CONT-00001488,2024/08/02,24-04-2026,1918.63,1575.58,40.75,49.292,21,Consumo,PEN,Mensual,129.26,21,5,16,Vigente,0,Normal,Carta Fianza,0.0,,Agencia,2024-09-01,30-12-2024
1489,1440,18,4,58,CONT-00001489,2020/06/30,25/06/2021,9000.29,0.0,46.87,58.3723,12,Microempresa,PEN,Mensual,953.77,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Transferencia Bancaria,2020-07-30,25/06/2021
