pago_id,prestamo_id,numero_cuota,fecha_vencimiento_cuota,fecha_pago,monto_cuota_programada,monto_capital_programado,monto_interes_programado,monto_pagado_total,monto_capital_pagado,monto_interes_pagado,monto_mora_pagado,saldo_capital_despues_pago,dias_retraso,estado_pago,canal_pago,referencia_pago
29724,1436,30,2024-04-02,2024-03-30,765.24,748.71,16.53,765.24,748.71,16.53,0.0,0.0,0,Puntual,App Móvil,REF0000029724
29725,1437,1,2020-05-14,2020-06-29,323.52,299.31,24.21,330.96,299.31,24.21,7.44,622.41,46,Muy Tardío,Cajero ATM,REF0000029725
29726,1437,2,2020-06-13,2020-08-29,323.52,307.17,16.35,335.98,307.17,16.35,12.46,315.24,77,Muy Tardío,Agencia,REF0000029726
29727,1437,3,2020-07-13,2020-07-13,323.52,315.24,8.28,323.52,315.24,8.28,0.0,0.0,0,Puntual,App Móvil,REF0000029727
29728,1438,1,2024-10-25,2024-10-25,1244.01,789.72,454.29,1244.01,789.72,454.29,0.0,16979.04,0,Puntual,Web Banca,REF0000029728
29729,1438,2,2024-11-24,2024-11-24,1244.01,809.91,434.1,1244.01,809.91,434.1,0.0,16169.13,0,Puntual,Agencia,REF0000029729
29730,1438,3,2024-12-24,2024-12-24,1244.01,830.62,413.39,1244.01,830.62,413.39,0.0,15338.51,0,Puntual,Agencia,REF0000029730
29731,1439,1,2020-06-08,2020-08-21,805.17,691.9,113.27,834.96,691.9,113.27,29.79,3734.3,74,Muy Tardío,App Móvil,REF0000029731
29732,1439,2,2020-07-08,2020-07-08,805.17,709.6,95.57,805.17,709.6,95.57,0.0,3024.7,0,Puntual,App Móvil,REF0000029732
29733,1439,3,2020-08-07,2020-08-07,805.17,727.76,77.41,805.17,727.76,77.41,0.0,2296.94,0,Puntual,Agencia,REF0000029733
29734,1439,4,2020-09-06,2020-09-06,805.17,746.39,58.78,805.17,746.39,58.78,0.0,1550.55,0,Puntual,Agente Bancario,REF0000029734
29735,1439,5,2020-10-06,2020-10-06,805.17,765.49,39.68,805.17,765.49,39.68,0.0,785.06,0,Puntual,Web Banca,REF0000029735
29736,1439,6,2020-11-05,2020-11-05,805.17,785.06,20.11,805.17,785.06,20.11,0.0,0.0,0,Puntual,Web Banca,REF0000029736
29737,1440,1,2023-10-09,2023-10-13,458.98,430.88,28.1,458.98,430.88,28.1,0.0,889.45,4,Con Gracia,Transferencia Interbancaria,REF0000029737
29738,1440,2,2023-11-08,2023-11-08,458.98,440.05,18.93,458.98,440.05,18.93,0.0,449.4,0,Puntual,Web Banca,REF0000029738
29739,1440,3,2023-12-08,2023-12-08,458.98,449.4,9.58,458.98,449.4,9.58,0.0,0.0,0,Puntual,Débito Automático,REF0000029739
29740,1441,1,2024-09-14,2025-01-18,409.25,226.49,182.76,435.03,226.49,182.76,25.78,7096.28,126,Muy Tardío,Agencia,REF0000029740
29741,1441,2,2024-10-14,2025-02-26,409.25,232.14,177.11,436.87,232.14,177.11,27.62,6864.14,135,Muy Tardío,Cajero ATM,REF0000029741
29742,1441,3,2024-11-13,2025-01-14,409.25,237.93,171.32,421.94,237.93,171.32,12.69,6626.21,62,Muy Tardío,App Móvil,REF0000029742
29743,1441,4,2024-12-13,2024-12-25,409.25,243.87,165.38,409.25,243.87,165.38,0.0,6382.34,12,Tardío,Cajero ATM,REF0000029743
29744,1442,1,2021-08-15,2021-08-15,768.26,673.17,95.09,768.26,673.17,95.09,0.0,3597.47,0,Puntual,Transferencia Interbancaria,REF0000029744
29745,1442,2,2021-09-14,2021-09-14,768.26,688.16,80.1,768.26,688.16,80.1,0.0,2909.31,0,Puntual,Web Banca,REF0000029745
29746,1442,3,2021-10-14,2022-02-17,768.26,703.48,64.78,816.66,703.48,64.78,48.4,2205.83,126,Muy Tardío,Agente Bancario,REF0000029746
29747,1442,4,2021-11-13,2021-11-13,768.26,719.14,49.12,768.26,719.14,49.12,0.0,1486.69,0,Puntual,Web Banca,REF0000029747
29748,1442,5,2021-12-13,2021-12-13,768.26,735.16,33.1,768.26,735.16,33.1,0.0,751.53,0,Puntual,App Móvil,REF0000029748
29749,1442,6,2022-01-12,2022-01-12,768.26,751.53,16.73,768.26,751.53,16.73,0.0,0.0,0,Puntual,Cajero ATM,REF0000029749
29750,1443,1,2021-02-09,2021-02-09,1082.56,363.98,718.58,1082.56,363.98,718.58,0.0,26967.06,0,Puntual,Transferencia Interbancaria,REF0000029750
29751,1443,2,2021-03-11,2021-03-11,1082.56,373.55,709.01,1082.56,373.55,709.01,0.0,26593.51,0,puntual,Agencia,REF0000029751
29752,1443,3,2021-04-10,2021-04-10,1082.56,383.37,699.19,1082.56,383.37,699.19,0.0,26210.14,0,puntual,Web Banca,REF0000029752
29753,1443,4,2021-05-10,2021-05-10,1082.56,393.45,689.11,1082.56,393.45,689.11,0.0,25816.69,0,Puntual,Agente Bancario,REF0000029753
29754,1443,5,2021-06-09,2021-06-09,1082.56,403.8,678.76,1082.56,403.8,678.76,0.0,25412.89,0,Puntual,App Móvil,REF0000029754
29755,1443,6,2021-07-09,2021-07-09,1082.56,414.41,668.15,1082.56,414.41,668.15,0.0,24998.48,0,Puntual,Agencia,REF0000029755
29756,1443,7,2021-08-08,2021-10-27,1082.56,425.31,657.25,1125.86,425.31,657.25,43.3,24573.17,80,Muy Tardío,Agencia,REF0000029756
29757,1443,8,2021-09-07,2021-09-07,1082.56,436.49,646.07,1082.56,436.49,646.07,0.0,24136.68,0,Puntual,Cajero ATM,REF0000029757
29758,1443,9,2021-10-07,2021-10-07,1082.56,447.97,634.59,1082.56,447.97,634.59,0.0,23688.71,0,Puntual,Web Banca,REF0000029758
29759,1443,10,2021-11-06,2021-11-06,1082.56,459.74,622.82,1082.56,459.74,622.82,0.0,23228.97,0,Puntual,Transferencia Interbancaria,REF0000029759
29760,1443,11,2021-12-06,2021-12-12,1082.56,471.83,610.73,1082.56,471.83,610.73,0.0,22757.14,6,Con Gracia,App Móvil,REF0000029760
29761,1443,12,2022-01-05,2022-01-07,1082.56,484.24,598.32,1082.56,484.24,598.32,0.0,22272.9,2,Con Gracia,App Móvil,REF0000029761
29762,1443,13,2022-02-04,2022-02-04,1082.56,496.97,585.59,1082.56,496.97,585.59,0.0,21775.93,0,Puntual,Web Banca,REF0000029762
29763,1443,14,2022-03-06,2022-03-06,1082.56,510.03,572.53,1082.56,510.03,572.53,0.0,21265.9,0,Puntual,Web Banca,REF0000029763
29764,1443,15,2022-04-05,2022-04-05,1082.56,523.44,559.12,1082.56,523.44,559.12,0.0,20742.46,0,Puntual,Transferencia Interbancaria,REF0000029764
29765,1443,16,2022-05-05,2022-05-05,1082.56,537.21,545.35,1082.56,537.21,545.35,0.0,20205.25,0,Puntual,App Móvil,REF0000029765
29766,1443,17,2022-06-04,2022-06-04,1082.56,551.33,531.23,1082.56,551.33,531.23,0.0,19653.92,0,Puntual,Web Banca,REF0000029766
29767,1443,18,2022-07-04,2022-08-06,1082.56,565.83,516.73,1100.42,565.83,516.73,17.86,19088.09,33,Muy Tardío,Cajero ATM,REF0000029767
29768,1443,19,2022-08-03,2022-08-03,1082.56,580.7,501.86,1082.56,580.7,501.86,0.0,18507.39,0,Puntual,Web Banca,REF0000029768
29769,1443,20,2022-09-02,2022-09-02,1082.56,595.97,486.59,1082.56,595.97,486.59,0.0,17911.42,0,Puntual,App Móvil,REF0000029769
29770,1443,21,2022-10-02,2022-10-02,1082.56,611.64,470.92,1082.56,611.64,470.92,0.0,17299.78,0,Puntual,Transferencia Interbancaria,REF0000029770
29771,1443,22,2022-11-01,2022-11-01,1082.56,627.72,454.84,1082.56,627.72,454.84,0.0,16672.06,0,Puntual,Web Banca,REF0000029771
29772,1443,23,2022-12-01,2022-12-06,1082.56,644.22,438.34,1082.56,644.22,438.34,0.0,16027.84,5,Con Gracia,Agencia,REF0000029772
29773,1443,24,2022-12-31,2022-12-31,1082.56,661.16,421.4,1082.56,661.16,421.4,0.0,15366.68,0,Puntual,Agente Bancario,REF0000029773
29774,1443,25,2023-01-30,2023-02-05,1082.56,678.54,404.02,1082.56,678.54,404.02,0.0,14688.14,6,Con Gracia,Agencia,REF0000029774
29775,1443,26,2023-03-01,2023-03-01,1082.56,696.38,386.18,1082.56,696.38,386.18,0.0,13991.76,0,Puntual,Agencia,REF0000029775
29776,1443,27,2023-03-31,2023-03-31,1082.56,714.69,367.87,1082.56,714.69,367.87,0.0,13277.07,0,Puntual,App Móvil,REF0000029776
29777,1443,28,2023-04-30,2023-05-03,1082.56,733.48,349.08,1082.56,733.48,349.08,0.0,12543.59,3,Con Gracia,Transferencia Interbancaria,REF0000029777
29778,1443,29,2023-05-30,2023-05-30,1082.56,752.77,329.79,1082.56,752.77,329.79,0.0,11790.82,0,Puntual,Agencia,REF0000029778
29779,1443,30,2023-06-29,2023-11-11,1082.56,772.56,310.0,1155.63,772.56,310.0,73.07,11018.26,135,Muy Tardío,App Móvil,REF0000029779
29780,1443,31,2023-07-29,2023-09-01,1082.56,792.87,289.69,1100.96,792.87,289.69,18.4,10225.39,34,Muy Tardío,Agencia,REF0000029780
29781,1443,32,2023-08-28,2023-10-17,1082.56,813.72,268.84,1109.62,813.72,268.84,27.06,9411.67,50,Muy Tardío,Agencia,REF0000029781
29782,1443,33,2023-09-27,2023-10-03,1082.56,835.11,247.45,1082.56,835.11,247.45,0.0,8576.56,6,Con Gracia,Cajero ATM,REF0000029782
29783,1443,34,2023-10-27,2023-10-28,1082.56,857.07,225.49,1082.56,857.07,225.49,0.0,7719.49,1,Con Gracia,Agencia,REF0000029783
29784,1443,35,2023-11-26,2023-11-26,1082.56,879.6,202.96,1082.56,879.6,202.96,0.0,6839.89,0,Puntual,Agencia,REF0000029784
29785,1443,36,2023-12-26,2024-05-09,1082.56,902.73,179.83,1155.63,902.73,179.83,73.07,5937.16,135,Muy Tardío,Transferencia Interbancaria,REF0000029785
29786,1443,37,2024-01-25,2024-01-25,1082.56,926.46,156.1,1082.56,926.46,156.1,0.0,5010.7,0,Puntual,Cajero ATM,REF0000029786
29787,1443,38,2024-02-24,2024-02-24,1082.56,950.82,131.74,1082.56,950.82,131.74,0.0,4059.88,0,Puntual,Agente Bancario,REF0000029787
29788,1443,39,2024-03-25,2024-05-09,1082.56,975.82,106.74,1106.92,975.82,106.74,24.36,3084.06,45,Muy Tardío,App Móvil,REF0000029788
29789,1443,40,2024-04-24,2024-04-24,1082.56,1001.47,81.09,1082.56,1001.47,81.09,0.0,2082.59,0,Puntual,Agencia,REF0000029789
29790,1443,41,2024-05-24,2024-05-24,1082.56,1027.81,54.75,1082.56,1027.81,54.75,0.0,1054.78,0,Puntual,Agencia,REF0000029790
29791,1443,42,2024-06-23,2024-06-23,1082.56,1054.78,27.78,1082.56,1054.78,27.78,0.0,0.0,0,Puntual,Web Banca,REF0000029791
29792,1444,1,2022-01-13,2022-01-13,507.39,302.86,204.53,507.39,302.86,204.53,0.0,5540.92,0,Puntual,Cajero ATM,REF0000029792
29793,1444,2,2022-02-12,2022-02-12,507.39,313.46,193.93,507.39,313.46,193.93,0.0,5227.46,0,puntual,Cajero ATM,REF0000029793
29794,1444,3,2022-03-14,2022-03-14,507.39,324.43,182.96,507.39,324.43,182.96,0.0,4903.03,0,Puntual,Cajero ATM,REF0000029794
29795,1444,4,2022-04-13,2022-04-13,507.39,335.78,171.61,507.39,335.78,171.61,0.0,4567.25,0,Puntual,Web Banca,REF0000029795
29796,1444,5,2022-05-13,2022-05-13,507.39,347.54,159.85,507.39,347.54,159.85,0.0,4219.71,0,Puntual,App Móvil,REF0000029796
29797,1444,6,2022-06-12,2022-06-16,507.39,359.7,147.69,507.39,359.7,147.69,0.0,3860.01,4,Con Gracia,Agencia,REF0000029797
29798,1444,7,2022-07-12,2022-07-12,507.39,372.29,135.1,507.39,372.29,135.1,0.0,3487.72,0,Puntual,App Móvil,REF0000029798
29799,1444,8,2022-08-11,2022-08-11,507.39,385.32,122.07,507.39,385.32,122.07,0.0,3102.4,0,Puntual,App Móvil,REF0000029799
29800,1444,9,2022-09-10,2022-09-17,507.39,398.81,108.58,507.39,398.81,108.58,0.0,2703.59,7,Con Gracia,App Móvil,REF0000029800
29801,1444,10,2022-10-10,2022-10-10,507.39,412.76,94.63,507.39,412.76,94.63,0.0,2290.83,0,Puntual,Agencia,REF0000029801
29802,1444,11,2022-11-09,2022-11-09,507.39,427.21,80.18,507.39,427.21,80.18,0.0,1863.62,0,Puntual,Web Banca,REF0000029802
29803,1444,12,2022-12-09,2022-12-09,507.39,442.16,65.23,507.39,442.16,65.23,0.0,1421.46,0,Puntual,Web Banca,REF0000029803
29804,1444,13,2023-01-08,2023-01-08,507.39,457.64,49.75,507.39,457.64,49.75,0.0,963.82,0,Puntual,Agente Bancario,REF0000029804
29805,1444,14,2023-02-07,2023-02-07,507.39,473.66,33.73,507.39,473.66,33.73,0.0,490.16,0,Puntual,Cajero ATM,REF0000029805
29806,1444,15,2023-03-09,2023-03-09,507.39,490.16,17.23,507.39,490.16,17.23,0.0,0.0,0,Puntual,Agente Bancario,REF0000029806
29807,1445,1,2020-07-09,2020-07-09,577.04,406.81,170.23,577.04,406.81,170.23,0.0,5352.21,0,Puntual,App Móvil,REF0000029807
29808,1445,2,2020-08-08,2020-08-08,577.04,418.84,158.2,577.04,418.84,158.2,0.0,4933.37,0,Puntual,Transferencia Interbancaria,REF0000029808
29809,1445,3,2020-09-07,2020-09-07,577.04,431.22,145.82,577.04,431.22,145.82,0.0,4502.15,0,Puntual,Transferencia Interbancaria,REF0000029809
29810,1445,4,2020-10-07,2020-10-07,577.04,443.96,133.08,577.04,443.96,133.08,0.0,4058.19,0,Puntual,App Móvil,REF0000029810
29811,1445,5,2020-11-06,2020-12-27,577.04,457.09,119.95,591.75,457.09,119.95,14.71,3601.1,51,Muy Tardío,App Móvil,REF0000029811
29812,1445,6,2020-12-06,2020-12-06,577.04,470.6,106.44,577.04,470.6,106.44,0.0,3130.5,0,Puntual,App Móvil,REF0000029812
29813,1445,7,2021-01-05,2021-01-05,577.04,484.51,92.53,577.04,484.51,92.53,0.0,2645.99,0,Puntual,Transferencia Interbancaria,REF0000029813
29814,1445,8,2021-02-04,2021-02-04,577.04,498.83,78.21,577.04,498.83,78.21,0.0,2147.16,0,Puntual,Débito Automático,REF0000029814
29815,1445,9,2021-03-06,2021-05-26,577.04,513.57,63.47,600.41,513.57,63.47,23.37,1633.59,81,Muy Tardío,Cajero ATM,REF0000029815
29816,1445,10,2021-04-05,2021-04-05,577.04,528.75,48.29,577.04,528.75,48.29,0.0,1104.84,0,Puntual,App Móvil,REF0000029816
29817,1445,11,2021-05-05,2021-05-05,577.04,544.38,32.66,577.04,544.38,32.66,0.0,560.46,0,Puntual,Agencia,REF0000029817
29818,1445,12,2021-06-04,2021-06-04,577.04,560.46,16.58,577.04,560.46,16.58,0.0,0.0,0,Puntual,Web Banca,REF0000029818
29819,1446,1,2024-05-15,2024-05-21,376.53,315.89,60.64,376.53,315.89,60.64,0.0,1725.9,6,Con Gracia,Débito Automático,REF0000029819
29820,1446,2,2024-06-14,2024-06-14,376.53,325.27,51.26,376.53,325.27,51.26,0.0,1400.63,0,Puntual,Cajero ATM,REF0000029820
29821,1446,3,2024-07-14,2024-07-14,376.53,334.93,41.6,376.53,334.93,41.6,0.0,1065.7,0,Puntual,Web Banca,REF0000029821
29822,1446,4,2024-08-13,2024-08-13,376.53,344.88,31.65,376.53,344.88,31.65,0.0,720.82,0,Puntual,Agente Bancario,REF0000029822
29823,1446,5,2024-09-12,2024-09-12,376.53,355.12,21.41,376.53,355.12,21.41,0.0,365.7,0,Puntual,Transferencia Interbancaria,REF0000029823
29824,1446,6,2024-10-12,2024-10-12,376.53,365.7,10.83,376.53,365.7,10.83,0.0,0.0,0,Puntual,Agencia,REF0000029824
29825,1447,1,2024-10-23,2024-12-05,258.86,208.97,49.89,264.43,208.97,49.89,5.57,2562.51,43,Muy Tardío,,REF0000029825
29826,1447,2,2024-11-22,2024-11-22,258.86,212.73,46.13,258.86,212.73,46.13,0.0,2349.78,0,Puntual,Agente Bancario,REF0000029826
29827,1447,3,2024-12-22,2024-12-22,258.86,216.56,42.3,258.86,216.56,42.3,0.0,2133.22,0,Puntual,Agente Bancario,REF0000029827
29828,1448,1,2021-01-20,2021-04-05,4180.96,2167.54,2013.42,4337.75,2167.54,2013.42,156.79,291048.8,75,Muy Tardío,App Móvil,REF0000029828
29829,1448,2,2021-02-19,2021-03-12,4180.96,2182.42,1998.54,4180.96,2182.42,1998.54,0.0,288866.38,21,Tardío,Web Banca,REF0000029829
29830,1448,3,2021-03-21,2021-03-21,4180.96,2197.41,1983.55,4180.96,2197.41,1983.55,0.0,286668.97,0,Puntual,App Móvil,REF0000029830
29831,1448,4,2021-04-20,2021-04-20,4180.96,2212.5,1968.46,4180.96,2212.5,1968.46,0.0,284456.47,0,Puntual,Agente Bancario,REF0000029831
29832,1448,5,2021-05-20,2021-10-04,4180.96,2227.69,1953.27,4467.36,2227.69,1953.27,286.4,282228.78,137,Muy Tardío,Agente Bancario,REF0000029832
29833,1448,6,2021-06-19,2021-08-11,4180.96,2242.99,1937.97,4291.76,2242.99,1937.97,110.8,279985.79,53,Muy Tardío,App Móvil,REF0000029833
29834,1448,7,2021-07-19,2021-07-19,4180.96,2258.39,1922.57,4180.96,2258.39,1922.57,0.0,277727.4,0,Puntual,Agencia,REF0000029834
29835,1448,8,2021-08-18,2021-08-18,4180.96,2273.9,1907.06,4180.96,2273.9,1907.06,0.0,275453.5,0,Puntual,App Móvil,REF0000029835
29836,1448,9,2021-09-17,2021-09-17,4180.96,2289.51,1891.45,4180.96,2289.51,1891.45,0.0,273163.99,0,Puntual,Transferencia Interbancaria,REF0000029836
29837,1448,10,2021-10-17,2021-11-28,4180.96,2305.23,1875.73,4268.76,2305.23,1875.73,87.8,270858.76,42,Muy Tardío,Web Banca,REF0000029837
29838,1448,11,2021-11-16,2022-01-01,4180.96,2321.06,1859.9,4277.12,2321.06,1859.9,96.16,268537.7,46,Muy Tardío,Transferencia Interbancaria,REF0000029838
29839,1448,12,2021-12-16,2021-12-16,4180.96,2337.0,1843.96,4180.96,2337.0,1843.96,0.0,266200.7,0,Puntual,App Móvil,REF0000029839
29840,1448,13,2022-01-15,2022-05-15,4180.96,2353.05,1827.91,4431.82,2353.05,1827.91,250.86,263847.65,120,Muy Tardío,App Móvil,REF0000029840
29841,1448,14,2022-02-14,2022-02-14,4180.96,2369.21,1811.75,4180.96,2369.21,1811.75,0.0,261478.44,0,Puntual,Transferencia Interbancaria,REF0000029841
29842,1448,15,2022-03-16,2022-03-16,-4180.96,2385.47,1795.49,4180.96,2385.47,1795.49,0.0,259092.97,0,Puntual,Agencia,REF0000029842
29843,1448,16,2022-04-15,2022-08-31,4180.96,2401.85,1779.11,4469.45,2401.85,1779.11,288.49,256691.12,138,Muy Tardío,Agencia,REF0000029843
29844,1448,17,2022-05-15,2022-05-15,4180.96,2418.35,1762.61,4180.96,2418.35,1762.61,0.0,254272.77,0,Puntual,Agencia,REF0000029844
29845,1448,18,2022-06-14,2022-09-30,4180.96,2434.95,1746.01,4406.73,2434.95,1746.01,225.77,251837.82,108,Muy Tardío,Débito Automático,REF0000029845
29846,1448,19,2022-07-14,2022-07-14,4180.96,2451.67,1729.29,4180.96,2451.67,1729.29,0.0,249386.15,0,Puntual,Web Banca,REF0000029846
29847,1448,20,2022-08-13,2022-08-13,4180.96,2468.51,1712.45,4180.96,2468.51,1712.45,0.0,246917.64,0,Puntual,Agencia,REF0000029847
29848,1448,21,2022-09-12,2022-09-12,4180.96,2485.46,1695.5,4180.96,2485.46,1695.5,0.0,244432.18,0,Puntual,Débito Automático,REF0000029848
29849,1448,22,2022-10-12,2022-10-12,4180.96,2502.53,1678.43,4180.96,2502.53,1678.43,0.0,241929.65,0,Puntual,Agencia,REF0000029849
29850,1448,23,2022-11-11,2022-11-11,4180.96,2519.71,1661.25,4180.96,2519.71,1661.25,0.0,239409.94,0,Puntual,Agencia,REF0000029850
29851,1448,24,2022-12-11,2022-12-11,4180.96,2537.01,1643.95,4180.96,2537.01,1643.95,0.0,236872.93,0,Puntual,Agente Bancario,REF0000029851
29852,1448,25,2023-01-10,2023-04-08,4180.96,2554.43,1626.53,4364.92,2554.43,1626.53,183.96,234318.5,88,Muy Tardío,Agencia,REF0000029852
29853,1448,26,2023-02-09,2023-02-09,4180.96,2571.97,1608.99,4180.96,2571.97,1608.99,0.0,231746.53,0,Puntual,App Móvil,REF0000029853
29854,1448,27,2023-03-11,2023-03-13,4180.96,2589.63,1591.33,4180.96,2589.63,1591.33,0.0,229156.9,2,Con Gracia,Web Banca,REF0000029854
29855,1448,28,2023-04-10,2023-04-10,4180.96,2607.42,1573.54,4180.96,2607.42,1573.54,0.0,226549.48,0,Puntual,Agencia,REF0000029855
29856,1448,29,2023-05-10,2023-05-10,4180.96,2625.32,1555.64,4180.96,2625.32,1555.64,0.0,223924.16,0,Puntual,Cajero ATM,REF0000029856
29857,1448,30,2023-06-09,2023-06-09,4180.96,2643.35,1537.61,4180.96,2643.35,1537.61,0.0,221280.81,0,Puntual,Cajero ATM,REF0000029857
29858,1448,31,2023-07-09,2023-07-10,4180.96,2661.5,1519.46,4180.96,2661.5,1519.46,0.0,218619.31,1,Con Gracia,Cajero ATM,REF0000029858
29859,1448,32,2023-08-08,2023-08-08,4180.96,2679.77,1501.19,4180.96,2679.77,1501.19,0.0,215939.54,0,Puntual,App Móvil,REF0000029859
29860,1448,33,2023-09-07,2023-09-07,4180.96,2698.18,1482.78,4180.96,2698.18,1482.78,0.0,213241.36,0,Puntual,Cajero ATM,REF0000029860
29861,1448,34,2023-10-07,2024-01-07,4180.96,2716.7,1464.26,4373.28,2716.7,1464.26,192.32,210524.66,92,Muy Tardío,APP MOVIL,REF0000029861
29862,1448,35,2023-11-06,2023-11-06,4180.96,2735.36,1445.6,4180.96,2735.36,1445.6,0.0,207789.3,0,Puntual,Cajero ATM,REF0000029862
29863,1448,36,2023-12-06,2023-12-06,4180.96,2754.14,1426.82,4180.96,2754.14,1426.82,0.0,205035.16,0,Puntual,Cajero ATM,REF0000029863
29864,1448,37,2024-01-05,2024-01-05,4180.96,2773.05,1407.91,4180.96,2773.05,1407.91,0.0,202262.11,0,Puntual,App Móvil,REF0000029864
29865,1448,38,2024-02-04,2024-02-04,4180.96,2792.09,1388.87,4180.96,2792.09,1388.87,0.0,199470.02,0,Puntual,Agencia,REF0000029865
29866,1448,39,2024-03-05,2024-03-05,4180.96,2811.27,1369.69,4180.96,2811.27,1369.69,0.0,196658.75,0,Puntual,Cajero ATM,REF0000029866
29867,1448,40,2024-04-04,2024-05-22,4180.96,2830.57,1350.39,4281.3,2830.57,1350.39,100.34,193828.18,48,Muy Tardío,Agencia,REF0000029867
29868,1448,41,2024-05-04,2024-05-04,4180.96,2850.01,1330.95,4180.96,2850.01,1330.95,0.0,190978.17,0,Puntual,Agente Bancario,REF0000029868
29869,1448,42,2024-06-03,2024-06-04,4180.96,2869.58,1311.38,4180.96,2869.58,1311.38,0.0,188108.59,1,Con Gracia,Transferencia Interbancaria,REF0000029869
29870,1448,43,2024-07-03,2024-09-07,4180.96,2889.28,1291.68,4318.93,2889.28,1291.68,137.97,185219.31,66,Muy Tardío,Cajero ATM,REF0000029870
29871,1448,44,2024-08-02,2024-08-05,4180.96,2909.12,1271.84,4180.96,2909.12,1271.84,0.0,182310.19,3,Con Gracia,debito automatico,REF0000029871
29872,1448,45,2024-09-01,2024-09-01,4180.96,2929.1,1251.86,4180.96,2929.1,1251.86,0.0,179381.09,0,Puntual,,REF0000029872
29873,1448,46,2024-10-01,2024-10-01,4180.96,2949.21,1231.75,4180.96,2949.21,1231.75,0.0,176431.88,0,Puntual,Web Banca,REF0000029873
29874,1448,47,2024-10-31,2024-10-31,4180.96,2969.46,1211.5,4180.96,2969.46,1211.5,0.0,173462.42,0,Puntual,App Móvil,REF0000029874
29875,1448,48,2024-11-30,2024-11-30,4180.96,2989.85,1191.11,4180.96,2989.85,1191.11,0.0,170472.57,0,Puntual,Transferencia Interbancaria,REF0000029875
29876,1448,49,2024-12-30,2024-12-30,4180.96,3010.38,1170.58,4180.96,3010.38,1170.58,0.0,167462.19,0,Puntual,App Móvil,REF0000029876
29877,1449,1,2023-06-19,2023-06-19,904.65,681.18,223.47,904.65,681.18,223.47,0.0,8659.19,0,Puntual,App Móvil,REF0000029877
29878,1449,2,2023-07-19,2023-07-19,904.65,697.48,207.17,904.65,697.48,207.17,0.0,7961.71,0,Puntual,App Móvil,REF0000029878
29879,1449,3,2023-08-18,2023-08-18,904.65,714.17,190.48,904.65,714.17,190.48,0.0,7247.54,0,Puntual,App Móvil,REF0000029879
29880,1449,4,2023-09-17,2023-09-19,904.65,731.25,173.4,904.65,731.25,173.4,0.0,6516.29,2,Con Gracia,App Móvil,REF0000029880
29881,1449,5,2023-10-17,2023-10-17,904.65,748.75,155.9,904.65,748.75,155.9,0.0,5767.54,0,Puntual,App Móvil,REF0000029881
29882,1449,6,2023-11-16,2024-02-19,904.65,766.66,137.99,947.62,766.66,137.99,42.97,5000.88,95,Muy Tardío,Transferencia Interbancaria,REF0000029882
29883,1449,7,2023-12-16,2023-12-16,904.65,785.0,119.65,904.65,785.0,119.65,0.0,4215.88,0,Puntual,App Móvil,REF0000029883
29884,1449,8,2024-01-15,2024-01-15,904.65,803.79,100.86,904.65,803.79,100.86,0.0,3412.09,0,Puntual,Transferencia Interbancaria,REF0000029884
29885,1449,9,2024-02-14,2024-02-14,904.65,823.02,81.63,904.65,823.02,81.63,0.0,2589.07,0,Puntual,Cajero ATM,REF0000029885
29886,1449,10,2024-03-15,2024-04-21,904.65,842.71,61.94,921.39,842.71,61.94,16.74,1746.36,37,Muy Tardío,App Móvil,REF0000029886
29887,1449,11,2024-04-14,2024-04-21,904.65,862.87,41.78,904.65,862.87,41.78,0.0,883.49,7,Con Gracia,Transferencia Interbancaria,REF0000029887
29888,1449,12,2024-05-14,2024-09-04,904.65,883.49,21.16,955.76,883.49,21.16,51.11,0.0,113,Muy Tardío,Agencia,REF0000029888
29889,1450,1,2020-05-31,2020-05-31,466.14,190.51,275.63,466.14,190.51,275.63,0.0,14457.79,0,Puntual,Débito Automático,REF0000029889
29890,1450,2,2020-06-30,2020-06-30,466.14,194.09,272.05,466.14,194.09,272.05,0.0,14263.7,0,Puntual,Transferencia Interbancaria,REF0000029890
29891,1450,3,2020-07-30,2020-07-30,466.14,197.74,268.4,466.14,197.74,268.4,0.0,14065.96,0,Puntual,Agente Bancario,REF0000029891
29892,1450,4,2020-08-29,2020-09-02,466.14,201.47,264.67,466.14,201.47,264.67,0.0,13864.49,4,Con Gracia,Web Banca,REF0000029892
29893,1450,5,2020-09-28,2020-10-01,466.14,205.26,260.88,466.14,205.26,260.88,0.0,13659.23,3,Con Gracia,Web Banca,REF0000029893
29894,1450,6,2020-10-28,2020-10-28,466.14,209.12,257.02,466.14,209.12,257.02,0.0,13450.11,0,Puntual,Transferencia Interbancaria,REF0000029894
29895,1450,7,2020-11-27,2020-11-27,466.14,213.05,253.09,466.14,213.05,253.09,0.0,13237.06,0,Puntual,Web Banca,REF0000029895
29896,1450,8,2020-12-27,2020-12-27,466.14,217.06,249.08,466.14,217.06,249.08,0.0,13020.0,0,Puntual,App Móvil,REF0000029896
29897,1450,9,2021-01-26,2021-01-26,466.14,221.15,244.99,466.14,221.15,244.99,0.0,12798.85,0,Puntual,App Móvil,REF0000029897
29898,1450,10,2021-02-25,2021-02-25,466.14,225.31,240.83,466.14,225.31,240.83,0.0,12573.54,0,Puntual,Débito Automático,REF0000029898
